UW Year,Loss Date,Reported Date,Last Trans Date,Paid Loss,Outstanding Reserve,Incurred Loss,Status
2018,3/7/2019,3/7/2019,,0,0,0,Closed
2018,25/06/2019,5/7/2019,27/09/2019,618.37,0,618.37,Closed
2018,14/06/2019,7/7/2019,25/07/2019,2534.76,0,2534.76,Closed
2018,4/7/2019,6/7/2019,,0,0,0,Closed
2018,8/6/2019,10/7/2019,,0,0,0,Closed
2018,9/5/2019,10/7/2019,16/07/2019,610,0,610,Closed
2018,8/7/2019,8/7/2019,,0,0,0,Closed
2018,9/7/2019,10/7/2019,1/5/2020,2285.03,0,2285.03,Closed
2018,12/7/2019,12/7/2019,,0,0,0,Closed
2018,5/7/2019,12/7/2019,25/07/2019,1232,0,1232,Closed
2018,11/7/2019,12/7/2019,,0,0,0,Closed
2018,31/05/2019,16/07/2019,18/07/2019,537.59,0,537.59,Closed
2018,23/11/2018,16/07/2019,6/8/2019,260,0,260,Closed
2018,27/05/2019,16/07/2019,20/09/2019,210.5,0,210.5,Closed
2018,13/07/2019,15/07/2019,20/09/2019,3888.5,0,3888.5,Closed
2018,29/05/2019,21/07/2019,20/09/2019,942.54,0,942.54,Closed
2018,6/7/2019,22/07/2019,20/09/2019,243.85,0,243.85,Closed
2018,12/5/2019,22/07/2019,25/07/2019,1314,0,1314,Closed
2018,5/4/2019,16/07/2019,25/07/2019,109.5,0,109.5,Closed
2018,20/05/2019,23/07/2019,20/09/2019,336.6,0,336.6,Closed
2018,2/6/2019,23/07/2019,20/09/2019,811.67,0,811.67,Closed
2018,10/7/2019,25/07/2019,20/09/2019,356.15,0,356.15,Closed
2018,9/7/2019,26/07/2019,20/09/2019,37.75,0,37.75,Closed
2018,9/7/2019,26/07/2019,,0,0,0,Closed
2018,1/7/2019,1/8/2019,6/8/2019,479.46,0,479.46,Closed
2018,6/6/2019,1/8/2019,9/8/2019,2103.25,0,2103.25,Closed
2018,11/7/2019,1/8/2019,7/8/2019,838.52,0,838.52,Closed
2018,27/02/2019,2/8/2019,8/8/2019,4232.81,0,4232.81,Closed
2018,7/8/2019,7/8/2019,,0,0,0,Closed
2018,30/06/2019,9/8/2019,,0,0,0,Closed
2018,12/7/2019,9/8/2019,24/09/2019,150.45,0,150.45,Closed
2018,6/7/2019,9/8/2019,24/09/2019,278.62,0,278.62,Closed
2018,23/07/2019,13/08/2019,16/08/2019,1538.07,0,1538.07,Closed
2018,29/07/2019,13/08/2019,10/12/2019,845,0,845,Closed
2018,23/07/2019,13/08/2019,16/08/2019,289,0,289,Closed
2018,23/07/2019,13/08/2019,20/08/2019,240,0,240,Closed
2018,23/07/2019,13/08/2019,20/08/2019,240,0,240,Closed
2018,23/07/2019,13/08/2019,10/12/2019,740.43,0,740.43,Closed
2018,23/07/2019,13/08/2019,21/08/2019,1548.54,0,1548.54,Closed
2018,10/8/2019,11/8/2019,9/10/2019,1181.2,0,1181.2,Closed
2018,27/07/2019,13/08/2019,20/08/2019,438.87,0,438.87,Closed
2018,13/08/2019,13/08/2019,21/08/2019,1308.54,0,1308.54,Closed
2018,23/07/2019,14/08/2019,20/08/2019,886,0,886,Closed
2018,14/08/2019,14/08/2019,20/08/2019,985,0,985,Closed
2018,11/11/2018,14/08/2019,26/09/2019,195.75,0,195.75,Closed
2018,23/07/2019,14/08/2019,21/08/2019,984,0,984,Closed
2018,9/3/2019,14/08/2019,23/08/2019,767.32,0,767.32,Closed
2018,20/07/2019,15/08/2019,18/02/2020,100.17,0,100.17,Closed
2018,23/06/2019,15/08/2019,20/08/2019,436,0,436,Closed
2018,26/06/2019,19/08/2019,28/08/2019,774.52,0,774.52,Closed
2018,21/07/2019,20/08/2019,23/08/2019,149.95,0,149.95,Closed
2018,4/8/2019,19/08/2019,23/08/2019,402.88,0,402.88,Closed
2018,1/7/2019,20/08/2019,27/08/2019,1050,0,1050,Closed
2018,8/8/2019,21/08/2019,27/08/2019,295.82,0,295.82,Closed
2018,16/06/2019,23/08/2019,,0,0,0,Closed
2018,5/6/2019,22/08/2019,9/10/2019,165.25,0,165.25,Closed
2018,1/8/2019,22/08/2019,27/08/2019,1037.3,0,1037.3,Closed
2018,19/07/2019,26/08/2019,29/08/2019,299,0,299,Closed
2018,22/06/2019,30/08/2019,19/10/2019,78.64,0,78.64,Closed
2018,6/7/2019,30/08/2019,2/10/2019,250,0,250,Closed
2018,8/5/2019,30/08/2019,2/10/2019,726.36,0,726.36,Closed
2018,12/7/2019,3/9/2019,6/9/2019,299.98,0,299.98,Closed
2018,2/7/2019,8/9/2019,11/9/2019,9,0,9,Closed
2018,16/07/2019,9/9/2019,13/09/2019,823.4,0,823.4,Closed
2018,9/8/2019,9/9/2019,,0,0,0,Closed
2018,25/02/2019,9/9/2019,16/01/2020,1189.52,0,1189.52,Closed
2018,15/08/2019,11/9/2019,19/10/2019,399.27,0,399.27,Closed
2018,19/08/2019,9/9/2019,19/10/2019,731.01,0,731.01,Closed
2018,17/06/2019,11/9/2019,16/10/2019,1148.33,0,1148.33,Closed
2018,12/9/2019,12/9/2019,,0,0,0,Closed
2018,30/08/2019,13/09/2019,19/09/2019,823.46,0,823.46,Closed
2018,14/07/2019,16/09/2019,4/11/2019,600.03,0,600.03,Closed
2018,23/07/2019,16/09/2019,24/09/2019,20.85,0,20.85,Closed
2018,13/07/2019,16/09/2019,14/01/2020,220,0,220,Closed
2018,9/8/2019,21/09/2019,26/09/2019,380,0,380,Closed
2018,10/9/2019,23/09/2019,26/09/2019,1740,0,1740,Closed
2018,8/8/2019,27/09/2019,2/1/2020,642.69,0,642.69,Closed
2018,9/9/2019,27/09/2019,30/10/2019,171.4,0,171.4,Closed
2018,15/07/2019,27/09/2019,,0,0,0,Closed
2018,26/01/2019,1/10/2019,4/10/2019,1649,0,1649,Closed
2018,27/07/2019,1/10/2019,4/10/2019,460.56,0,460.56,Closed
2018,9/8/2019,3/10/2019,8/10/2019,800.16,0,800.16,Closed
2018,27/09/2019,4/10/2019,6/11/2019,657,0,657,Closed
2018,16/08/2019,4/10/2019,9/10/2019,503,0,503,Closed
2018,30/09/2019,7/10/2019,,0,0,0,Closed
2018,24/09/2019,10/10/2019,,0,0,0,Closed
2018,12/9/2019,15/10/2019,18/10/2019,753.7,0,753.7,Closed
2018,24/09/2019,15/10/2019,18/10/2019,2201.64,0,2201.64,Closed
2018,18/10/2019,21/10/2019,,0,0,0,Closed
2018,4/10/2019,22/10/2019,24/10/2019,630,0,630,Closed
2018,7/9/2019,22/10/2019,8/1/2020,2982.51,0,2982.51,Closed
2018,7/9/2019,22/10/2019,,0,0,0,Closed
2018,27/09/2019,24/10/2019,28/10/2019,159.95,0,159.95,Closed
2018,26/10/2019,26/10/2019,,0,0,0,Closed
2018,31/10/2019,31/10/2019,,0,0,0,Closed
2018,25/10/2019,1/11/2019,5/12/2019,1174.91,0,1174.91,Closed
2018,11/9/2019,5/11/2019,4/12/2019,186.11,0,186.11,Closed
2018,25/10/2019,11/11/2019,18/11/2019,929,0,929,Closed
2018,16/08/2019,13/11/2019,25/11/2019,1065.71,0,1065.71,Closed
2018,20/09/2019,13/11/2019,,0,0,0,Closed
2018,20/08/2019,20/11/2019,,0,0,0,Closed
2018,16/10/2019,22/11/2019,18/12/2019,195.18,0,195.18,Closed
2018,25/09/2019,22/11/2019,5/12/2019,114.71,0,114.71,Closed
2018,25/03/2019,26/11/2019,13/12/2019,729.51,0,729.51,Closed
2018,18/10/2019,6/12/2019,16/12/2019,230.38,0,230.38,Closed
2018,28/10/2019,9/12/2019,5/2/2020,531.93,0,531.93,Closed
2018,18/06/2019,9/1/2020,15/01/2020,310.32,0,310.32,Closed
2018,15/01/2019,10/1/2020,21/01/2020,682.73,0,682.73,Closed
2018,7/4/2019,27/02/2020,12/3/2020,2878,0,2878,Closed
2018,8/10/2019,3/3/2020,16/03/2020,1055,0,1055,Closed
2018,17/08/2019,12/3/2020,27/03/2020,898.38,0,898.38,Closed
2018,6/9/2019,18/03/2020,1/4/2020,1162.67,0,1162.67,Closed
2018,29/10/2019,19/03/2020,4/4/2020,95.22,0,95.22,Closed
2018,11/5/2019,20/05/2020,,0,0,0,Closed
2018,8/7/2019,21/05/2020,20/07/2020,78.92,0,78.92,Closed
2018,15/08/2019,23/06/2020,30/06/2020,136.32,0,136.32,Closed
2018,15/08/2019,23/06/2020,30/06/2020,1102.95,0,1102.95,Closed
2018,3/7/2019,3/7/2020,15/07/2020,2065.81,0,2065.81,Closed
2018,30/05/2019,3/7/2020,30/10/2020,552.6,0,552.6,Closed
2018,14/08/2019,6/8/2020,28/09/2020,304.61,0,304.61,Closed
2018,21/11/2018,18/08/2020,8/10/2020,1830.64,0,1830.64,Closed
2018,10/9/2019,2/9/2020,5/10/2020,422.51,0,422.51,Closed
2018,24/10/2019,3/9/2020,,0,0,0,Closed
2018,24/10/2019,3/9/2020,28/09/2020,2740,0,2740,Closed
2017,29/01/2018,29/01/2018,4/4/2018,1717.25,0,1717.25,Closed
2017,12/12/2017,30/01/2018,6/3/2018,84.93,0,84.93,Closed
2017,12/1/2018,4/2/2018,8/2/2018,17.2,0,17.2,Closed
2017,30/08/2017,4/2/2018,8/2/2018,197.4,0,197.4,Closed
2017,3/2/2018,3/2/2018,8/5/2018,131,0,131,Closed
2017,13/01/2018,13/02/2018,21/03/2018,169,0,169,Closed
2017,28/01/2018,21/02/2018,28/03/2018,509.5,0,509.5,Closed
2017,24/02/2018,5/3/2018,6/3/2018,276.23,0,276.23,Closed
2017,10/2/2018,2/3/2018,6/3/2018,454,0,454,Closed
2017,19/03/2018,19/03/2018,1/8/2018,2280,0,2280,Closed
2017,16/03/2018,21/03/2018,27/03/2018,432.7,0,432.7,Closed
2017,6/2/2018,23/03/2018,29/03/2018,211.95,0,211.95,Closed
2017,18/04/2018,20/04/2018,22/05/2018,131,0,131,Closed
2017,25/04/2018,25/04/2018,12/7/2018,499.25,0,499.25,Closed
2017,20/04/2018,13/05/2018,17/05/2018,694,0,694,Closed
2017,14/05/2018,14/05/2018,15/08/2018,330,0,330,Closed
2017,26/01/2018,15/05/2018,24/05/2018,613.22,0,613.22,Closed
2017,13/05/2018,17/05/2018,19/07/2018,390.74,0,390.74,Closed
2017,27/05/2018,30/05/2018,11/6/2018,149,0,149,Closed
2017,21/05/2018,1/6/2018,12/6/2018,198.94,0,198.94,Closed
2017,29/03/2018,2/6/2018,,0,0,0,Closed
2017,17/11/2017,12/6/2018,15/06/2018,1177.32,0,1177.32,Closed
2017,3/6/2018,13/06/2018,15/06/2018,389,0,389,Closed
2017,18/06/2018,19/06/2018,10/9/2018,6113.66,0,6113.66,Closed
2017,3/5/2018,19/06/2018,20/06/2018,135.98,0,135.98,Closed
2017,9/6/2018,21/06/2018,25/06/2018,68.6,0,68.6,Closed
2017,30/03/2018,21/06/2018,25/06/2018,285,0,285,Closed
2017,1/6/2018,22/06/2018,25/06/2018,193.98,0,193.98,Closed
2017,24/06/2018,25/06/2018,4/2/2019,1611.41,0,1611.41,Closed
2017,24/06/2018,26/06/2018,17/10/2018,330,0,330,Closed
2017,25/06/2018,25/06/2018,12/9/2018,131,0,131,Closed
2017,20/03/2018,26/06/2018,28/06/2018,1279.45,0,1279.45,Closed
2017,21/06/2018,28/06/2018,3/7/2018,33.41,0,33.41,Closed
2017,6/6/2018,2/7/2018,4/7/2018,1695.41,0,1695.41,Closed
2017,2/7/2018,2/7/2018,,0,0,0,Closed
2017,2/7/2018,3/7/2018,,0,0,0,Closed
2017,5/7/2018,10/7/2018,11/7/2018,472.87,0,472.87,Closed
2017,9/7/2018,10/7/2018,11/9/2018,403.56,0,403.56,Closed
2017,10/7/2018,10/7/2018,,0,0,0,Closed
2017,6/7/2018,6/7/2018,4/2/2019,22446.47,0,22446.47,Closed
2017,2/7/2018,12/7/2018,23/07/2018,266.67,0,266.67,Closed
2017,3/7/2018,19/07/2018,23/07/2018,69.17,0,69.17,Closed
2017,16/06/2018,20/07/2018,23/07/2018,770.93,0,770.93,Closed
2017,2/7/2018,20/07/2018,24/07/2018,30.83,0,30.83,Closed
2017,22/07/2018,22/07/2018,,0,0,0,Closed
2017,6/7/2018,26/07/2018,8/8/2018,2335,0,2335,Closed
2017,5/11/2017,27/07/2018,1/8/2018,835,0,835,Closed
2017,11/7/2018,27/07/2018,1/8/2018,5185.37,0,5185.37,Closed
2017,28/07/2018,28/07/2018,,0,0,0,Closed
2017,28/06/2018,3/8/2018,7/8/2018,428,0,428,Closed
2017,27/06/2018,3/8/2018,7/8/2018,152.22,0,152.22,Closed
2017,2/7/2018,3/8/2018,9/8/2018,10647.21,0,10647.21,Closed
2017,2/7/2018,3/8/2018,9/8/2018,280,0,280,Closed
2017,6/7/2018,4/8/2018,8/8/2018,621.51,0,621.51,Closed
2017,4/8/2018,7/8/2018,22/01/2019,3228.69,0,3228.69,Closed
2017,30/07/2018,30/07/2018,11/4/2019,50459.92,0,50459.92,Closed
2017,25/06/2018,8/8/2018,9/8/2018,8724.05,0,8724.05,Closed
2017,9/7/2018,8/8/2018,12/8/2018,132.28,0,132.28,Closed
2017,3/8/2018,9/8/2018,13/08/2018,212,0,212,Closed
2017,18/07/2018,10/8/2018,14/08/2018,567.4,0,567.4,Closed
2017,13/02/2018,10/8/2018,16/08/2018,4485,0,4485,Closed
2017,13/07/2018,13/08/2018,14/08/2018,525.38,0,525.38,Closed
2017,16/07/2018,17/08/2018,22/08/2018,376.48,0,376.48,Closed
2017,16/07/2018,17/08/2018,22/08/2018,124.74,0,124.74,Closed
2017,23/06/2018,17/08/2018,21/08/2018,488.66,0,488.66,Closed
2017,25/08/2018,28/08/2018,29/08/2018,1821,0,1821,Closed
2017,24/08/2018,28/08/2018,28/12/2018,156.44,0,156.44,Closed
2017,23/06/2018,28/08/2018,31/08/2018,1127.94,0,1127.94,Closed
2017,4/4/2018,30/08/2018,5/9/2018,499,0,499,Closed
2017,14/06/2018,30/08/2018,12/9/2019,350,0,350,Closed
2017,11/7/2018,30/08/2018,22/11/2018,507.28,0,507.28,Closed
2017,18/05/2018,30/08/2018,5/9/2018,2977.25,0,2977.25,Closed
2017,3/2/2018,30/08/2018,3/9/2018,3000,0,3000,Closed
2017,4/8/2018,30/08/2018,3/9/2018,279,0,279,Closed
2017,31/08/2018,31/08/2018,15/11/2018,27600.92,0,27600.92,Closed
2017,5/6/2018,6/9/2018,9/9/2018,861.94,0,861.94,Closed
2017,18/07/2018,7/9/2018,10/9/2018,79,0,79,Closed
2017,6/7/2018,10/9/2018,,0,0,0,Closed
2017,6/7/2018,10/9/2018,26/09/2018,7277.78,0,7277.78,Closed
2017,31/08/2018,12/9/2018,13/09/2018,451.3,0,451.3,Closed
2017,21/07/2018,12/9/2018,18/09/2018,1517.63,0,1517.63,Closed
2017,8/7/2018,12/9/2018,13/09/2018,1856.01,0,1856.01,Closed
2017,15/07/2018,13/09/2018,17/09/2018,741,0,741,Closed
2017,29/07/2018,14/09/2018,17/09/2018,1805.85,0,1805.85,Closed
2017,8/8/2018,15/09/2018,20/09/2018,4966.5,0,4966.5,Closed
2017,6/9/2018,18/09/2018,20/09/2018,41.92,0,41.92,Closed
2017,12/5/2018,19/09/2018,24/09/2018,67.25,0,67.25,Closed
2017,6/9/2018,24/09/2018,27/09/2018,4228.28,0,4228.28,Closed
2017,16/08/2018,28/09/2018,2/10/2018,1430,0,1430,Closed
2017,30/08/2018,2/10/2018,,0,0,0,Closed
2017,30/08/2018,2/10/2018,,0,0,0,Closed
2017,13/07/2018,12/10/2018,16/10/2018,623.65,0,623.65,Closed
2017,10/10/2018,18/10/2018,19/10/2018,572.47,0,572.47,Closed
2017,21/08/2018,30/10/2018,7/11/2018,1840.04,0,1840.04,Closed
2017,16/10/2018,2/11/2018,22/11/2018,350,0,350,Closed
2017,16/07/2018,14/11/2018,10/12/2018,3969.5,0,3969.5,Closed
2017,22/10/2018,2/11/2018,19/11/2018,1412,0,1412,Closed
2017,12/9/2018,6/11/2018,22/11/2018,1735.59,0,1735.59,Closed
2017,17/07/2018,2/11/2018,19/11/2018,1344.36,0,1344.36,Closed
2017,27/08/2018,2/11/2018,19/11/2018,1314.8,0,1314.8,Closed
2017,25/10/2018,26/11/2018,27/11/2018,3731,0,3731,Closed
2017,30/09/2018,26/11/2018,7/6/2019,200.72,0,200.72,Closed
2017,10/7/2018,18/11/2018,3/12/2018,286.15,0,286.15,Closed
2017,5/6/2018,3/12/2018,7/1/2019,44.81,0,44.81,Closed
2017,22/05/2018,3/12/2018,4/1/2019,30.78,0,30.78,Closed
2017,2/7/2018,10/12/2018,24/12/2018,373.24,0,373.24,Closed
2017,27/05/2018,12/12/2018,21/02/2019,6800.07,0,6800.07,Closed
2017,24/03/2018,12/12/2018,21/02/2019,239.5,0,239.5,Closed
2017,22/07/2018,14/12/2018,21/02/2019,806.36,0,806.36,Closed
2017,14/10/2018,20/12/2018,28/12/2018,388,0,388,Closed
2017,4/7/2018,10/1/2019,,0,0,0,Closed
2017,4/7/2018,10/1/2019,18/01/2019,1447,0,1447,Closed
2017,8/6/2018,10/2/2019,11/4/2019,1371.2,0,1371.2,Closed
2017,11/4/2018,14/02/2019,18/02/2019,1877.7,0,1877.7,Closed
2017,27/09/2018,1/3/2019,14/03/2019,668.52,0,668.52,Closed
2017,25/10/2018,8/3/2019,21/03/2019,348.51,0,348.51,Closed
2017,16/10/2018,15/03/2019,1/5/2019,975,0,975,Closed
2017,9/7/2018,16/07/2019,18/07/2019,1250,0,1250,Closed
2017,31/10/2018,16/07/2019,20/09/2019,542.05,0,542.05,Closed
2017,7/8/2018,9/8/2019,24/09/2019,107.7,0,107.7,Closed
2017,5/11/2017,16/11/2017,14/12/2017,983.2,0,983.2,Closed
2017,28/11/2017,1/12/2017,26/02/2018,144.1,0,144.1,Closed
2017,1/12/2017,1/12/2017,5/3/2018,144.1,0,144.1,Closed
2017,9/12/2017,13/12/2017,20/04/2018,4093.89,0,4093.89,Closed
2017,30/11/2017,19/12/2017,3/1/2018,415.5,0,415.5,Closed
2017,1/12/2017,19/12/2017,2/1/2018,221.54,0,221.54,Closed
2017,23/12/2017,27/12/2017,4/4/2018,788.73,0,788.73,Closed
2017,5/1/2018,5/1/2018,4/4/2018,131,0,131,Closed
2017,7/1/2018,7/1/2018,10/4/2018,131,0,131,Closed
2017,7/1/2018,7/1/2018,4/4/2018,544.84,0,544.84,Closed
2017,3/12/2017,10/1/2018,22/01/2018,244.7,0,244.7,Closed
2017,10/11/2017,16/01/2018,22/01/2018,4000,0,4000,Closed
2017,6/9/2017,16/01/2018,22/01/2018,424.52,0,424.52,Closed
2017,27/11/2017,17/01/2018,23/01/2018,1549.04,0,1549.04,Closed
2017,17/01/2018,18/01/2018,23/01/2019,9105.93,0,9105.93,Closed
2017,7/11/2017,19/01/2018,25/01/2018,607.42,0,607.42,Closed
2017,19/01/2018,19/01/2018,6/9/2018,1637.39,0,1637.39,Closed
2017,5/12/2017,29/01/2018,2/2/2018,157.97,0,157.97,Closed
2017,19/01/2018,30/01/2018,2/2/2018,335.8,0,335.8,Closed
2016,6/9/2017,14/03/2018,27/03/2018,234.38,0,234.38,Closed
2016,19/06/2017,14/03/2018,16/05/2018,3254.59,0,3254.59,Closed
2016,14/10/2017,23/03/2018,28/03/2018,160,0,160,Closed
2016,23/10/2017,19/06/2018,21/06/2018,2878.2,0,2878.2,Closed
2016,23/09/2017,14/09/2018,4/10/2018,1490.76,0,1490.76,Closed
2016,7/11/2016,15/11/2016,6/12/2016,538,0,538,Closed
2016,28/11/2016,28/11/2016,4/1/2017,802.38,0,802.38,Closed
2016,27/11/2016,1/12/2016,6/12/2016,166.5,0,166.5,Closed
2016,15/11/2016,2/12/2016,,0,0,0,Closed
2016,14/11/2016,2/12/2016,10/1/2017,14203.49,0,14203.49,Closed
2016,12/12/2016,12/12/2016,30/08/2017,14550.9,0,14550.9,Closed
2016,1/11/2016,25/11/2016,16/12/2016,158.6,0,158.6,Closed
2016,17/12/2016,17/12/2016,14/12/2017,11047.18,0,11047.18,Closed
2016,2/12/2016,20/12/2016,8/3/2017,823.42,0,823.42,Closed
2016,20/12/2016,20/12/2016,28/02/2017,497.52,0,497.52,Closed
2016,20/11/2016,4/1/2017,16/01/2017,749,0,749,Closed
2016,29/11/2016,4/1/2017,16/01/2017,850.66,0,850.66,Closed
2016,13/12/2016,12/1/2017,16/01/2017,370.65,0,370.65,Closed
2016,8/12/2016,16/01/2017,,0,0,0,Closed
2016,14/01/2017,14/01/2017,27/03/2018,49704.7,0,49704.7,Closed
2016,2/11/2016,17/01/2017,19/01/2017,231.21,0,231.21,Closed
2016,5/12/2016,17/01/2017,6/2/2017,152.87,0,152.87,Closed
2016,21/01/2017,30/01/2017,17/02/2017,571.46,0,571.46,Closed
2016,31/01/2017,31/01/2017,3/8/2017,2438.83,0,2438.83,Closed
2016,31/01/2017,31/01/2017,19/05/2017,1418.85,0,1418.85,Closed
2016,31/01/2017,31/01/2017,19/05/2017,2376.79,0,2376.79,Closed
2016,4/12/2016,2/2/2017,10/2/2017,149,0,149,Closed
2016,9/1/2017,6/2/2017,13/02/2017,2418.56,0,2418.56,Closed
2016,8/2/2017,8/2/2017,31/07/2017,144.1,0,144.1,Closed
2016,6/2/2017,6/2/2017,27/07/2017,287.6,0,287.6,Closed
2016,15/01/2017,9/2/2017,23/03/2017,952.66,0,952.66,Closed
2016,14/02/2017,14/02/2017,27/07/2017,363,0,363,Closed
2016,31/01/2017,14/02/2017,20/02/2017,81.24,0,81.24,Closed
2016,1/2/2017,16/02/2017,22/02/2017,154.53,0,154.53,Closed
2016,10/2/2017,24/02/2017,,0,0,0,Closed
2016,14/02/2017,1/3/2017,,0,0,0,Closed
2016,10/2/2017,1/3/2017,14/03/2017,1424.13,0,1424.13,Closed
2016,4/1/2017,6/3/2017,20/03/2017,349.95,0,349.95,Closed
2016,10/3/2017,10/3/2017,14/08/2017,363,0,363,Closed
2016,8/3/2017,21/03/2017,2/5/2017,3409.03,0,3409.03,Closed
2016,26/01/2017,27/03/2017,2/5/2017,260.6,0,260.6,Closed
2016,15/11/2016,27/03/2017,24/04/2017,243.2,0,243.2,Closed
2016,12/12/2016,30/03/2017,27/04/2017,439,0,439,Closed
2016,12/12/2016,31/03/2017,21/07/2017,424.45,0,424.45,Closed
2016,13/12/2016,31/03/2017,16/08/2017,329,0,329,Closed
2016,13/12/2016,31/03/2017,12/5/2017,444.71,0,444.71,Closed
2016,13/12/2016,31/03/2017,2/6/2017,443.1,0,443.1,Closed
2016,13/12/2016,31/03/2017,,0,0,0,Closed
2016,13/12/2016,31/03/2017,24/05/2017,345,0,345,Closed
2016,13/12/2016,31/03/2017,20/04/2017,400.14,0,400.14,Closed
2016,13/12/2016,31/03/2017,3/8/2017,347.07,0,347.07,Closed
2016,13/12/2016,31/03/2017,29/08/2017,175.54,0,175.54,Closed
2016,13/12/2016,3/4/2017,20/04/2017,471.81,0,471.81,Closed
2016,13/12/2016,3/4/2017,19/04/2017,385.84,0,385.84,Closed
2016,13/12/2016,3/4/2017,13/09/2017,176.61,0,176.61,Closed
2016,13/12/2016,3/4/2017,8/6/2017,419,0,419,Closed
2016,13/12/2016,3/4/2017,,0,0,0,Closed
2016,13/12/2016,3/4/2017,,0,0,0,Closed
2016,13/12/2016,3/4/2017,27/04/2017,402.23,0,402.23,Closed
2016,13/12/2016,3/4/2017,6/7/2017,2105.27,0,2105.27,Closed
2016,13/12/2016,3/4/2017,12/4/2017,647.69,0,647.69,Closed
2016,13/12/2016,3/4/2017,1/5/2017,1068.28,0,1068.28,Closed
2016,29/11/2016,31/03/2017,7/4/2017,140,0,140,Closed
2016,29/11/2016,31/03/2017,7/4/2017,40,0,40,Closed
2016,8/12/2016,4/4/2017,6/4/2017,194.96,0,194.96,Closed
2016,22/03/2017,5/4/2017,,0,0,0,Closed
2016,3/4/2017,6/4/2017,,0,0,0,Closed
2016,13/04/2017,20/04/2017,27/04/2017,304.2,0,304.2,Closed
2016,19/04/2017,19/04/2017,27/06/2018,431.01,0,431.01,Closed
2016,21/02/2017,1/5/2017,3/5/2017,378.14,0,378.14,Closed
2016,17/04/2017,11/5/2017,15/06/2017,356.51,0,356.51,Closed
2016,18/01/2017,17/05/2017,19/06/2017,424.95,0,424.95,Closed
2016,19/05/2017,19/05/2017,13/02/2018,758.9,0,758.9,Closed
2016,19/05/2017,21/05/2017,22/01/2018,5014.57,0,5014.57,Closed
2016,13/04/2017,22/05/2017,24/05/2017,649.36,0,649.36,Closed
2016,26/03/2017,23/05/2017,1/6/2017,63.95,0,63.95,Closed
2016,30/04/2017,29/05/2017,31/05/2017,365.52,0,365.52,Closed
2016,29/05/2017,29/05/2017,24/08/2017,24679.57,0,24679.57,Closed
2016,5/12/2016,5/6/2017,23/06/2017,345,0,345,Closed
2016,5/6/2017,5/6/2017,24/10/2017,1992.22,0,1992.22,Closed
2016,9/6/2017,9/6/2017,27/10/2017,2547.67,0,2547.67,Closed
2016,3/1/2017,13/06/2017,15/06/2017,539.29,0,539.29,Closed
2016,2/2/2017,14/06/2017,22/06/2017,569.23,0,569.23,Closed
2016,2/2/2017,16/06/2017,,0,0,0,Closed
2016,6/4/2017,22/06/2017,31/07/2017,1107.73,0,1107.73,Closed
2016,25/06/2017,28/06/2017,25/05/2018,131,0,131,Closed
2016,5/6/2017,3/7/2017,,0,0,0,Closed
2016,20/05/2017,3/7/2017,6/7/2017,1358.34,0,1358.34,Closed
2016,13/05/2017,6/7/2017,11/7/2017,239.45,0,239.45,Closed
2016,8/7/2017,8/7/2017,30/11/2017,448.24,0,448.24,Closed
2016,7/7/2017,7/7/2017,28/08/2017,1236.1,0,1236.1,Closed
2016,19/05/2017,11/7/2017,4/10/2017,250,0,250,Closed
2016,31/05/2017,14/07/2017,28/07/2017,348,0,348,Closed
2016,23/02/2017,20/07/2017,,0,0,0,Closed
2016,13/06/2017,24/07/2017,4/8/2017,370.29,0,370.29,Closed
2016,8/7/2017,31/07/2017,28/08/2017,207.2,0,207.2,Closed
2016,2/8/2017,2/8/2017,17/01/2018,1405.8,0,1405.8,Closed
2016,23/05/2017,3/8/2017,16/08/2017,577.67,0,577.67,Closed
2016,8/8/2017,8/8/2017,15/08/2018,3938.99,0,3938.99,Closed
2016,8/7/2017,10/8/2017,5/10/2017,2061,0,2061,Closed
2016,28/06/2017,15/08/2017,17/08/2017,1073,0,1073,Closed
2016,15/02/2017,16/08/2017,9/10/2017,312.11,0,312.11,Closed
2016,4/1/2017,22/08/2017,,0,0,0,Closed
2016,20/07/2017,28/08/2017,5/9/2017,2320.7,0,2320.7,Closed
2016,20/07/2017,28/08/2017,5/9/2017,228.35,0,228.35,Closed
2016,17/07/2017,9/8/2017,21/11/2017,856.85,0,856.85,Closed
2016,10/9/2017,10/9/2017,3/5/2018,5639.37,0,5639.37,Closed
2016,16/08/2017,15/09/2017,19/09/2017,2439,0,2439,Closed
2016,18/09/2017,18/09/2017,20/02/2018,131,0,131,Closed
2016,14/09/2017,14/09/2017,20/07/2018,11355.19,0,11355.19,Closed
2016,30/01/2017,20/09/2017,,0,0,0,Closed
2016,29/06/2017,20/09/2017,,0,0,0,Closed
2016,22/09/2017,22/09/2017,22/02/2018,330,0,330,Closed
2016,19/06/2017,27/09/2017,12/10/2017,258.3,0,258.3,Closed
2016,18/09/2017,27/09/2017,4/10/2017,136.41,0,136.41,Closed
2016,9/6/2017,28/09/2017,19/10/2017,1573.85,0,1573.85,Closed
2016,11/5/2017,3/10/2017,6/10/2017,155.55,0,155.55,Closed
2016,6/5/2017,4/10/2017,6/10/2017,149.9,0,149.9,Closed
2016,8/6/2017,4/10/2017,19/10/2017,4823.01,0,4823.01,Closed
2016,7/10/2017,8/10/2017,22/02/2018,330,0,330,Closed
