"gender","Age_client","year","age_of_car_M","Car_power_M","Car_2ndDriver_M","num_policiesC","metro_code","Policy_PaymentMethodA","Policy_PaymentMethodH","Insuredcapital_content_re","Insuredcapital_continent_re","appartment","Client_Seniority","Retention","NClaims1","NClaims2","Claims1","Claims2","Types","PolID"
1,33,5,13,75,0,1,0,0,1,9.82803097912068,11.0012703305888,1,7.4825462012,1,0,0,0,0,1,32867
1,39,5,12,150,0,1,0,0,1,10.305279255278,11.1807281976328,1,7.0308008214,1,0,0,0,0,1,18487
1,74,5,21,60,0,1,0,1,1,10.8962779228202,12.5286900601121,1,7.4442162902,1,0,0,0,0,1,21537
0,40,5,14,105,0,1,0,1,1,10.0821440679301,11.5426881299255,1,9.8288843258,1,0,0,0,0,1,23058
1,50,5,15,125,0,1,0,0,1,10.5066334362019,11.7105870922697,1,7.9014373717,1,0,0,0,0,1,21625
1,78,5,13,138,0,1,0,1,1,11.2665908169762,11.8262007199872,1,20.468172485,1,0,0,0,0,1,5657
1,66,5,14,100,0,1,0,0,1,11.2797128907592,12.0980680819007,1,6.1300479124,1,0,0,0,0,1,10725
1,52,5,17,125,0,1,0,0,1,10.3681016844974,11.284373564868,1,8.3121149897,1,0,0,0,0,1,13036
1,74,5,7,115,0,1,0,1,1,10.5083334336049,11.7122868491128,0,5.5961670089,1,0,0,0,0,1,11770
1,33,5,7,204,0,1,1,1,1,8.5173931714189,12.6115410869661,0,5.6728268309,1,0,0,0,0,1,36717
1,77,5,3,135,0,1,0,1,1,10.0858507751287,11.0612331554957,1,15.37303217,1,0,0,0,0,1,28469
0,42,5,12,82,1,0,1,0,1,10.2644583062573,11.2607698544233,1,12.177960301,0,0,0,0,0,1,30847
1,65,5,1,92,0,1,0,1,1,10.9577901745979,8.15570956139945,1,12.462696783,1,0,0,0,0,1,7651
1,71,5,17,60,0,0,1,1,1,11.5222240983662,10.0729361910424,1,5.6700889802,1,0,0,0,0,1,25934
0,52,5,24,86,0,0,0,1,1,10.1447311060321,12.1728451769542,0,16.985626283,1,0,0,0,0,1,29438
0,68,5,0,60,0,1,0,1,1,9.85739387457784,11.0613302366366,1,12.232717317,0,0,0,0,0,1,14562
0,47,5,12,116,0,1,0,0,1,10.4941644810439,11.4749767345039,1,10.751540041,1,0,1,0,143.94,3,4432
0,70,5,0,80,1,1,0,0,1,10.428154541116,11.7719001451281,1,17.77412731,1,0,0,0,0,1,11102
0,41,5,11,140,0,0,0,1,1,10.6265017402648,11.4371447869314,1,10.102669405,1,0,0,0,0,1,32579
1,60,5,1,60,0,1,0,0,0,9.72680108874052,11.8947929940532,1,10.431211499,1,0,0,0,0,1,26505
1,77,5,15,136,0,1,0,1,0,10.9986034024467,12.7213561183061,0,8.0301163587,0,0,0,0,0,1,29316
1,59,5,20,90,1,1,0,1,1,10.3921224738229,11.4037045073859,1,9.5468856947,0,0,0,0,0,1,5316
1,48,5,1,120,0,0,0,1,1,9.79418427439553,11.3345854513033,1,5.067761807,1,0,0,0,0,1,18912
1,77,5,26,88,0,1,0,0,1,11.2690053172058,12.5375075733305,1,7.9123887748,1,0,0,0,0,1,28416
0,50,5,4,140,1,0,0,1,1,10.3671168463039,11.8334294565041,0,9.3141683778,1,1,0,882,0,2,17801
1,62,5,16,114,0,1,0,1,1,10.552761734827,11.556047213029,1,7.65229295,1,0,0,0,0,1,11574
1,85,5,1,69,0,0,1,1,1,11.7154204953211,12.1438727210758,0,6.8199863107,0,0,0,0,0,1,14158
1,58,5,8,125,0,1,0,1,1,10.0005933919057,11.3868545167524,1,6.598220397,1,0,0,0,0,1,28186
0,71,5,13,83,0,1,0,0,1,9.28378412358427,11.4039657020082,0,11.392197125,1,0,0,0,0,1,16415
1,59,5,9,326,0,0,1,1,1,12.6115410869661,13.1223653774023,0,16.240930869,1,0,0,0,0,1,24041
1,47,5,11,135,0,0,0,1,0,9.73526473972166,11.6521359509734,1,9.7330595483,1,0,0,0,0,1,29609
1,73,5,0,75,0,1,0,0,1,10.299548580569,11.398138436798,1,17.01026694,1,0,0,0,0,1,1668
1,41,5,8,136,0,1,0,1,1,10.2846036140284,11.7987049787044,0,6.9349760438,1,0,0,0,0,1,36506
1,67,5,0,57,1,1,0,1,1,9.60384018054458,11.3955452231815,0,15.011635866,1,0,0,0,0,1,25963
1,43,5,6,140,0,1,0,0,0,10.3987272442376,12.295821023513,0,6.5817932923,1,0,0,0,0,1,11679
1,81,5,11,80,0,1,0,1,1,9.8149033028669,10.8853088757834,1,6.6392881588,0,0,0,0,0,1,14305
1,72,5,26,54,0,0,1,1,1,11.0145312500522,9.6282872575864,1,39.208761123,1,0,0,0,0,1,23970
1,49,5,5,177,0,1,0,1,1,8.69968140098951,10.9247341582116,1,6.2477754962,1,0,0,0,0,1,32520
0,66,5,5,105,0,1,0,1,1,9.23692582615742,10.8462848605297,1,8.0301163587,1,0,0,0,0,1,15110
1,49,5,10,61,0,1,0,1,1,10.610504600244,8.12586764686179,1,6.3901437372,1,0,0,0,0,1,17804
1,54,5,14,140,0,1,0,1,1,10.3230248479997,12.4521085558038,0,17.801505818,1,0,0,0,0,1,26083
1,71,5,14,90,0,1,1,1,1,9.77597572023606,11.3853681917054,0,11.731690623,1,0,0,0,0,1,19378
1,42,5,20,95,0,0,0,1,1,9.9725204898871,11.1189382827239,1,7.0362765229,1,0,0,0,0,1,1993
1,60,5,0,95,0,1,0,0,1,10.3290826853205,8.53750941229085,1,11.041752225,1,0,0,0,0,1,25540
0,52,5,11,115,0,0,0,1,1,11.0692186243508,12.2031127694155,1,13.229295003,0,0,0,0,0,1,18785
1,77,5,10,140,0,1,0,1,1,10.4693455316806,11.943390780633,1,7.1019849418,0,0,0,0,0,1,11746
1,63,5,12,170,0,0,0,1,1,10.7750756449179,12.0278235848552,1,10.789869952,1,0,0,0,0,1,15154
1,47,5,0,112,0,0,0,1,0,10.2348542781882,11.8442631135553,1,10.98973306,1,0,0,0,0,1,10144
0,56,5,11,70,0,1,1,1,1,10.5013216282875,11.699593395914,0,9.8672142368,1,0,0,0,0,1,25368
1,57,5,14,100,0,1,1,0,1,10.819194914283,11.4876397590348,1,6.5571526352,0,0,0,0,0,1,1583
1,55,5,14,110,0,1,0,1,1,10.7318369478696,11.83043402228,0,10.124572211,1,0,0,0,0,1,21338
1,73,5,13,143,0,0,0,1,1,12.5647336659128,11.7611720812131,0,22.683093771,1,0,0,0,0,1,9815
1,79,5,12,320,0,1,0,1,1,9.44887526653672,11.2422363246815,0,11.099247091,1,0,0,0,0,1,38814
0,44,5,0,60,0,1,0,1,1,10.2154409293282,11.1807281976328,0,12.960985626,1,0,0,0,0,1,33054
1,48,5,7,90,1,1,0,1,1,9.18495281796995,11.3539155481506,1,5.9438740589,1,0,0,0,0,1,28993
1,81,5,12,160,0,1,0,1,1,11.221891915923,13.3013217851472,0,5.5578370979,1,0,0,0,0,1,38981
1,83,5,0,120,0,1,0,1,1,10.6907469228695,11.1559536198178,1,16.687200548,1,0,0,0,0,1,31676
1,77,5,0,110,0,1,0,1,1,9.97226193348909,11.3585204694741,1,15.690622861,1,0,0,0,0,1,3440
1,66,5,12,87,0,1,0,1,1,10.5912389520166,12.1598349709857,0,6.9787816564,1,0,0,0,0,1,34011
1,78,5,12,90,0,1,0,0,1,9.53049302274946,11.1282867246629,1,7.3538672142,1,0,0,0,0,1,28474
1,75,5,8,150,0,0,0,1,1,11.3005470115063,12.9587648064799,0,17.475701574,0,0,0,0,0,1,4847
1,69,5,11,115,0,1,1,1,1,11.1699347491507,11.0746259080433,1,20.438056126,1,0,0,0,0,1,30728
1,61,5,23,115,0,1,0,1,1,10.9527042187819,11.6195513796729,1,7.4934976044,1,0,0,0,0,1,34969
1,55,5,20,92,0,0,0,1,1,10.5238339062556,12.4697210850918,0,8.038329911,1,0,0,0,0,1,33749
1,52,5,7,170,1,0,1,1,1,11.0646487280816,12.2686107296271,0,5.8316221766,0,1,0,0,0,1,30514
1,53,5,7,130,0,1,0,1,1,10.8723705447761,11.383188578379,1,16.021902806,1,0,1,0,118.81,3,18879
1,35,5,7,140,0,0,0,1,1,9.94703638584987,11.3741163984646,1,5.2320328542,1,0,0,0,0,1,32782
1,64,5,0,60,0,1,0,1,1,10.856821050635,11.6240660438317,0,14.92128679,1,0,0,0,0,1,33091
1,47,5,8,177,0,0,0,0,1,8.81915975302931,10.4284790646395,1,6.5023956194,1,0,0,0,0,1,32654
1,68,5,0,25,0,1,0,1,1,10.7699077668692,12.0226556890049,0,15.808350445,1,0,0,0,0,1,36197
1,85,5,26,59,0,1,0,1,1,9.05153219616687,11.1998621295295,0,6.2067077344,1,0,0,0,0,1,9737
1,73,5,0,5.4,0,1,0,1,1,10.3526798709354,11.8120777522701,1,5.9603011636,1,0,0,0,0,1,11786
1,62,5,13,180,1,1,1,0,1,11.2734017380849,12.7268255305763,1,15.049965777,1,2,0,1764,0,2,30907
1,48,5,16,82,0,1,0,1,1,10.787073257992,12.396494638358,0,7.8932238193,1,0,0,0,0,1,17847
0,47,5,0,90,0,1,0,1,1,10.5097240783065,11.6975477064916,1,17.864476386,1,0,0,0,0,1,37871
1,82,5,17,218,0,1,0,1,1,11.3364748802431,12.7227600554097,0,6.3518138261,1,0,0,0,0,1,21523
1,57,5,10,60,1,1,0,1,1,11.2582236488207,12.0314067095471,0,6.6913073238,1,0,0,0,0,1,40226
1,72,5,0,95,0,1,0,1,1,10.0957346874017,11.7696763113376,1,18.568104038,1,0,0,0,0,1,28035
1,71,5,0,90,0,1,1,1,1,10.2863920736712,11.5427851928029,1,18.436687201,1,0,0,0,0,1,2548
0,45,5,10,105,0,0,0,1,1,9.93319197524246,12.1687071703582,0,7.6413415469,1,0,0,0,0,1,21741
1,56,5,10,112,0,1,0,0,1,11.0601497001815,11.7532879164737,0,8.1998631075,1,0,0,0,0,1,19849
1,42,5,9,115,0,1,0,0,1,10.3890261370752,11.7752974217158,0,13.700205339,1,0,0,0,0,1,32325
1,65,5,10,112,0,1,1,1,1,10.5222761526196,10.6558037077367,1,7.5044490075,1,0,0,0,0,1,33225
1,65,5,15,160,0,1,0,1,1,11.6025815084113,12.3018468085867,0,8.7748117728,0,0,0,0,0,1,33705
1,52,5,11,80,0,0,0,1,1,10.3078754139557,11.9272366641201,0,6.9404517454,0,0,0,0,0,1,27005
1,65,5,4,90,0,0,0,1,1,9.92222736033774,11.4263628236473,0,5.5852156057,0,0,0,0,0,1,16422
1,75,5,16,150,0,1,1,1,1,11.0864190837608,12.2884559963754,1,6.4887063655,0,0,0,0,0,1,3866
1,85,5,11,80,0,1,0,1,1,10.4696070028792,11.572052495368,0,25.869952088,1,0,0,0,0,1,14559
1,50,5,8,110,0,1,0,1,1,10.5066334362019,11.1997669394721,1,5.5578370979,1,0,0,0,0,1,20214
1,48,5,16,193,0,1,0,1,1,11.3053184688989,12.9929999723535,0,14.926762491,1,0,0,0,0,1,33465
1,57,5,9,150,0,1,0,1,1,10.4721955946542,11.3476480284055,1,8.4106776181,0,0,0,0,0,1,5058
1,76,5,0,90,1,1,0,1,1,10.0821440679301,11.6915476876576,0,21.234770705,1,0,0,0,0,1,20965
1,78,5,25,108,0,1,1,1,1,10.305279255278,8.87826883804312,1,19.945242984,0,0,1,0,0,1,23874
0,66,5,10,112,0,1,0,1,1,10.6625720411,11.7068074418663,1,6.1629021218,1,0,0,0,0,1,19204
0,74,5,7,95,0,1,0,1,1,9.72718882205644,11.3365787830088,1,5.9685147159,1,0,0,0,0,1,3966
1,37,5,7,45,0,1,0,1,1,9.21044036697652,11.8177382158872,0,6.5215605749,1,0,0,0,0,1,39342
1,69,5,7,85,0,1,0,1,1,10.7769908179482,11.9809496363813,1,5.1225188227,1,0,0,0,0,1,5601
1,72,5,23,82,0,1,0,1,1,10.305279255278,11.1807281976328,1,21.719370294,1,0,0,0,0,1,2137
1,41,5,10,100,0,1,0,1,1,10.0539989037476,11.7952906779418,0,8.0930869268,0,0,0,0,0,1,2478
1,81,5,13,60,0,1,0,1,1,11.3493370225709,12.8252338849518,0,8.0273785079,0,0,0,0,0,1,38620
1,85,5,5,60,0,1,0,1,1,10.2865870717662,9.7757837180905,1,17.253935661,1,0,1,0,0,1,19627
1,37,5,14,100,1,0,0,1,1,9.67498592232038,11.7290548746058,1,12.922655715,1,0,0,0,0,1,17690
1,53,5,17,115,1,1,0,1,1,10.88117174001,11.8245383965372,1,15.299110198,1,0,0,0,0,1,36081
1,53,5,14,147,0,1,0,1,1,10.6920405901414,9.23682844493322,1,6.4804928131,1,0,0,0,0,1,10091
1,73,5,13,100,0,1,0,1,1,10.4284787688592,10.8339344119537,1,5.582477755,1,0,0,0,0,1,33044
0,81,5,0,90,0,1,1,1,1,11.5620993650274,12.9539863817165,0,17.765913758,0,0,0,0,0,1,23831
0,56,5,12,54,1,1,0,0,1,10.7606223710134,11.3483999353611,1,6.0095824778,0,0,0,0,0,1,21910
0,55,5,10,100,1,0,0,0,1,10.2081436231291,11.9757748132695,0,5.6372347707,1,0,0,0,0,1,25814
1,71,5,4,130,0,1,1,1,1,9.2838798254109,11.1562648066437,1,5.8535249829,1,0,0,0,0,1,14467
1,85,5,9,190,0,1,0,1,1,12.1948564788448,13.3003788429473,0,5.6700889802,0,0,0,0,0,1,26379
1,45,5,17,60,0,1,0,1,1,10.1266711030504,12.1007176854125,0,8.0328542094,1,0,0,0,0,1,20187
1,85,5,9,100,0,1,0,1,1,10.6921376216036,11.4340628690242,1,8.0848733744,1,0,0,0,0,1,21984
0,63,5,12,60,0,0,0,1,1,10.7789771230064,11.7117845204031,1,9.2019164956,0,0,0,0,0,1,36860
1,77,5,18,170,0,1,0,1,1,10.8678802117991,12.6696736340466,0,12.648870637,1,0,0,0,0,1,1239
0,47,5,10,61,0,1,0,1,1,10.3681987641133,12.0421492007507,0,7.8986995209,1,0,0,0,0,1,19991
1,50,5,6,150,0,0,0,1,1,10.8324779018163,9.15976366288531,1,11.299110198,1,0,0,0,0,1,9402
1,69,5,9,126,0,1,0,1,1,8.06589668766286,10.6558729825776,1,7.5126625599,1,0,0,0,0,1,22475
1,73,5,3,105,1,1,0,1,1,9.5710542484347,11.8735765933997,0,5.9958932238,1,0,0,0,0,1,20495
0,47,5,9,75,0,1,0,1,1,10.7753671482869,12.0971073069652,1,6.2258726899,1,0,0,0,0,1,15734
0,69,5,0,70,0,1,0,1,1,9.42230163388782,11.4667881189651,1,17.98220397,0,0,0,0,0,1,28277
1,54,5,11,140,0,0,0,0,1,10.4625846345383,11.6789592600842,1,5.7905544148,1,0,0,0,0,1,15387
1,52,5,23,110,0,1,0,1,1,9.82486038418058,11.0287958115863,1,22.004106776,1,0,0,0,0,1,32102
0,81,5,11,80,0,0,1,1,1,10.5035930283555,12.0721863327861,0,8,1,0,0,0,0,1,24696
1,67,5,12,100,1,1,0,1,1,10.205148710687,11.433788205588,1,8.7775496235,1,0,0,0,0,1,4097
0,46,5,9,106,0,0,0,1,1,10.5223450905951,11.6398074240308,1,7.7207392197,1,0,1,0,148.83,3,31534
1,54,5,11,163,0,0,1,1,0,11.5379029150393,12.5877189924619,0,9.4455852156,1,0,0,0,0,1,12673
1,50,5,12,150,0,1,0,1,1,10.4874979295633,9.57124943934946,1,7.8384668036,0,0,0,0,0,1,9316
1,63,5,6,163,0,0,0,1,1,10.3711299587877,11.1050835344563,1,15.589322382,1,0,0,0,0,1,3318
1,55,5,9,200,0,1,0,1,1,10.7749790160117,9.5710542484347,1,7.3839835729,1,0,0,0,0,1,25563
1,73,5,8,105,0,1,0,1,1,9.69743769305552,9.00435379443846,1,5.749486653,1,0,0,0,0,1,16208
1,69,5,12,110,1,1,0,1,1,10.3503559261938,11.4342552400113,1,18.067077344,1,0,0,0,0,1,6410
1,66,5,13,75,0,1,0,1,1,10.1517657650643,9.0532326577623,1,10.332648871,1,0,0,0,0,1,19284
0,46,5,14,80,0,0,0,0,0,10.3715173600768,11.8345110140958,0,6.6283367556,1,0,0,0,0,1,17485
0,51,5,20,64,0,1,0,0,1,9.67498592232038,11.090985640921,0,5.4154688569,1,0,0,0,0,1,14706
1,77,5,19,110,0,1,0,0,1,10.3089859934221,11.5129354649202,1,6.212183436,1,0,0,0,0,1,10535
0,69,5,13,129,0,1,0,1,1,10.3371325190521,11.4822574728049,1,11.679671458,1,0,0,0,0,1,35541
1,58,5,12,143,0,1,0,1,1,10.5771949999458,11.0471891975704,1,7.3237508556,1,0,0,0,0,1,9185
1,81,5,0,163,0,0,1,1,1,10.5505394843778,11.5754663671951,0,22.726899384,1,0,0,0,0,1,24773
0,65,5,13,68,0,1,0,1,1,9.84297345586156,11.3833769871424,1,6.3134839151,1,0,0,0,0,1,40012
0,64,5,15,129,0,1,0,0,1,10.4687076071914,9.08249677314127,1,10.581793292,1,0,0,0,0,1,39265
1,45,5,8,170,0,0,0,1,1,10.5945508132426,11.5753639701169,1,7.7097878166,1,0,0,0,0,1,20223
0,50,5,11,80,0,1,1,1,1,10.0255777435117,11.2623087075461,1,5.6755646817,1,0,0,0,0,1,24080
0,75,5,8,60,0,1,0,1,1,11.0472021023,8.92705395778106,1,8.8624229979,1,0,0,0,0,1,9821
1,85,5,0,100,0,1,0,1,1,10.8576163113241,11.5952047465697,1,17.653661875,1,0,0,0,0,1,18061
1,61,5,9,110,0,1,1,0,1,10.7344798395145,12.562450445326,0,7.1731690623,1,0,0,0,0,1,23508
1,66,5,11,105,0,0,0,1,1,10.1809363178507,12.2177857781705,0,19.912388775,1,0,0,0,0,1,32964
1,48,5,8,115,1,1,1,1,1,10.0821440679301,12.2511602493893,0,12.328542094,1,0,0,0,0,1,25113
1,55,5,7,105,0,0,0,0,0,10.6343331342741,12.1896845919363,1,6.1519507187,1,0,0,0,0,1,15458
1,81,5,11,100,1,1,0,1,1,10.8176722683144,11.3705352918204,1,20.851471595,1,0,0,0,0,1,7500
1,54,5,7,110,0,0,0,0,1,10.6417416940211,11.9146897334114,1,5.5386721424,1,0,0,0,0,1,11142
1,61,5,25,90,0,1,0,1,1,10.0682690953927,11.3675213554634,1,6.46954141,1,0,0,0,0,1,28161
1,69,5,14,75,0,1,0,0,0,9.96626092296141,11.3542013261379,1,6.0260095825,1,0,0,0,0,1,19193
0,65,5,9,125,0,1,0,1,1,9.10201212361946,11.4044971372744,1,7.4579055441,1,0,0,0,0,1,9078
0,54,5,15,147,0,1,0,1,1,10.3539668157674,12.6274875434425,1,6.0424366872,1,0,0,0,0,1,39806
0,56,5,9,105,0,0,0,0,1,8.89739929323006,11.1128521450126,0,7.8740588638,1,0,0,0,0,1,26841
1,52,5,13,68,0,1,1,0,1,10.3089859934221,11.4824765667107,0,9.2840520192,1,0,0,0,0,1,20656
1,69,5,0,60,1,1,0,1,1,10.4879372671184,11.1165331245515,1,17.801505818,1,0,0,0,0,1,33836
1,48,5,7,121,0,0,0,0,1,8.75878943967266,11.284373564868,0,5.8507871321,1,0,1,0,199,3,2779
0,83,5,6,80,0,1,0,1,1,9.18504820468881,11.1998621295295,1,5.0869267625,1,0,0,0,0,1,25851
0,78,5,0,75,1,1,0,1,1,10.5726232509837,11.4199066978735,0,16.309377139,0,0,0,0,0,1,349
1,50,5,12,115,0,0,0,1,1,9.99220971529691,12.7490072152138,0,8.5722108145,1,0,0,0,0,1,31143
1,56,5,13,90,0,0,0,1,1,9.7981825908907,11.6526961029598,1,8.7063655031,1,0,0,0,0,1,4752
1,55,5,9,120,0,0,0,1,1,9.451955469012,11.1807283370356,0,6.0013689254,0,0,0,0,0,1,31040
1,63,5,16,100,0,1,0,1,1,8.69968140098951,11.5129354649202,0,19.085557837,1,0,0,0,0,1,11076
1,71,5,7,140,0,1,0,1,1,11.4416434038584,12.203777513729,1,9.8097193703,1,0,0,0,0,1,27502
1,56,5,0,110,0,0,0,0,1,10.773653295504,11.5721495771189,1,13.993155373,1,0,0,0,0,1,28213
