"gender","Age_client","year","age_of_car_M","Car_power_M","Car_2ndDriver_M","num_policiesC","metro_code","Policy_PaymentMethodA","Policy_PaymentMethodH","Insuredcapital_content_re","Insuredcapital_continent_re","appartment","Client_Seniority","Retention","NClaims1","NClaims2","Claims1","Claims2","Types","PolID"
0,65,5,12,105,0,1,0,1,1,8.84648830542805,11.3383073999442,1,10.447638604,1,0,0,0,0,1,3629
1,55,5,14,75,0,1,0,1,1,10.2833062516681,8.89711345722276,1,32.109514031,0,0,0,0,0,1,35361
0,63,5,0,133,0,1,0,0,1,10.7456147107108,11.1510727107062,1,19.003422313,0,0,0,0,0,1,16445
1,35,5,10,136,0,1,0,0,0,10.5456029834501,11.6327730346755,1,9.5852156057,0,0,0,0,0,1,37833
0,52,5,13,100,0,1,0,0,1,10.2300111797313,12.2812501526702,1,12.128678987,0,0,0,0,0,1,16600
1,42,5,19,60,0,1,0,1,1,10.2379907089336,11.1824301111463,1,6.5023956194,1,0,0,0,0,1,37819
0,49,5,11,100,0,1,0,1,1,9.0532326577623,11.3573966359314,1,6.0561259411,1,0,0,0,0,1,17401
1,64,5,9,75,1,1,0,1,1,10.2221499891469,12.3816305469563,0,9.7275838467,1,0,1,0,430.15,3,25997
1,45,5,13,54,0,1,0,1,1,10.6137364121918,11.437231620601,1,6.9924709103,0,0,0,0,0,1,15483
1,76,5,17,125,0,1,0,0,0,10.5064427579078,12.2700084850917,0,6.1793292266,0,0,0,0,0,1,17055
1,70,5,3,86,0,1,0,1,1,9.95021702350645,11.4906236172227,1,6.8117727584,1,0,0,0,0,1,38803
0,65,5,8,70,0,1,0,1,1,10.5227518894452,12.1321677296822,0,6.674880219,1,0,0,0,0,1,6459
1,70,5,11,80,0,0,0,1,1,10.4552416611521,11.5538332158133,1,6.3107460643,0,0,0,0,0,1,33286
1,36,5,14,110,0,1,0,1,1,10.0717211720437,11.3526248966183,1,5.6783025325,0,0,0,0,0,1,36380
1,58,5,10,156,0,0,0,0,1,10.7754639487596,11.409632366288,1,6.9924709103,1,0,0,0,0,1,6927
0,47,5,21,60,0,1,0,0,0,9.80184456275277,11.2341670579171,1,6.507871321,1,0,0,0,0,1,31614
1,74,5,10,94,0,1,0,1,1,9.87639278207337,11.6681198856248,0,8.372347707,1,0,0,0,0,1,19339
0,52,5,12,75,1,1,0,1,1,9.63568522858962,11.0218532842844,1,9.7987679671,1,1,0,0,0,1,11264
1,66,5,0,60,0,1,0,1,1,10.0956026622177,11.4818665931867,0,17.724845996,0,0,0,0,0,1,35320
1,52,5,11,143,1,1,1,1,1,10.5236892388492,11.7456612632312,1,9.5496235455,1,0,0,0,0,1,21420
0,47,5,11,110,0,0,0,1,1,9.89375282343923,11.1622274805119,1,9.4647501711,1,0,0,0,0,1,17863
1,50,5,20,120,0,1,1,0,1,10.3779701984937,10.1327245013389,1,6.6420260096,1,0,0,0,0,1,24384
1,42,5,12,75,0,1,0,1,1,10.9418403298102,12.2709629797743,0,9.0266940452,1,0,0,0,0,1,28368
1,58,5,9,75,1,1,0,1,1,10.0942455059841,12.3967925869572,0,5.6372347707,1,0,0,0,0,1,4744
1,54,5,15,68,0,0,0,1,0,11.002116507732,11.9183972397228,1,6.045174538,0,0,0,0,0,1,14071
0,74,5,8,100,0,1,1,1,1,10.1341983995095,10.6433424924696,1,6.250513347,1,0,0,0,0,1,23225
1,53,5,10,97,1,0,0,1,1,10.1452573532107,11.5723437123507,1,17.505817933,1,1,1,0,2560.21,3,30265
1,44,5,2,125,0,1,0,0,1,10.536384338123,11.9226581207961,1,8.0355920602,1,0,0,0,0,1,11948
1,64,5,9,105,0,1,0,1,1,9.96658863480328,10.978714353121,1,8.7255304586,0,0,0,0,0,1,9069
1,57,5,13,75,0,1,0,0,0,10.371612543245,11.8940145437036,1,8.0301163587,1,0,0,0,0,1,11326
1,58,5,13,125,1,1,0,1,1,10.613783351428,9.00444225956851,1,12.106776181,1,0,0,0,0,1,33885
0,82,5,0,60,0,1,0,1,1,11.0616584833014,11.908946787243,1,13.785078713,1,0,0,0,0,1,7518
1,49,5,2,140,0,0,0,1,1,10.0641559458475,11.6735593689232,1,17.533196441,1,0,0,0,0,1,18979
1,81,5,0,150,0,0,0,1,1,10.3480855494283,10.7960991330945,1,17.675564682,0,0,0,0,0,1,17327
1,67,5,12,65,0,1,0,1,1,10.9686571497533,11.4386540794653,1,7.6495550992,0,0,0,0,0,1,38696
0,47,5,8,116,0,1,0,1,1,9.00708767935977,12.3281243352831,1,6.3518138261,1,0,0,0,0,1,17418
0,43,5,12,90,0,1,1,1,1,10.5360943421071,9.43753490696504,1,9.8343600274,1,0,0,0,0,1,29363
0,69,5,0,100,0,1,0,1,1,10.5443093273174,9.4457491963584,1,28.503764545,1,0,0,0,0,1,19279
0,53,5,26,69,0,1,0,1,1,10.2565759725801,12.1283483732072,0,7.8384668036,1,0,0,0,0,1,38174
1,58,5,12,125,0,0,0,1,1,10.3089859934221,11.1562648066437,1,7.3127994524,0,0,0,0,0,1,13264
0,85,5,14,76,0,1,1,1,1,12.3846911043122,8.87827162574434,1,12.481861739,1,0,0,0,0,1,22002
0,69,5,9,272,1,1,0,1,1,10.600911076492,11.1424978131538,1,7.7207392197,1,0,0,0,0,1,5652
1,73,5,0,115,0,0,0,1,1,10.7961003618478,11.2199077164156,1,14.450376454,1,0,0,0,0,1,703
1,24,5,26,112,0,1,0,1,1,10.6136911911581,11.3068264517028,1,6.8008213552,1,0,0,0,0,1,17771
0,54,5,14,100,1,0,0,0,1,9.25403471734423,10.4579400335147,0,5.8699520876,1,0,0,0,0,1,34348
1,80,5,13,130,0,1,0,1,1,10.5472475157258,11.6475210411505,1,8.3203285421,1,0,0,0,0,1,9356
1,83,5,0,99,0,1,0,1,1,10.874256621161,11.7905359892223,0,20.128678987,1,0,0,0,0,1,9236
0,65,5,11,174,0,1,0,1,1,10.2314130121472,12.2956075440925,0,9.9356605065,1,0,0,0,0,1,5269
0,54,5,14,110,1,0,0,0,1,10.9187992072475,11.4681155291721,1,6.2039698836,1,0,0,0,0,1,5372
1,44,5,9,104,0,1,0,1,1,9.57144250145089,11.721203063534,1,8.0876112252,1,0,0,0,0,1,11427
1,55,5,0,110,0,1,0,1,1,10.5473391787385,12.2520655677303,0,13.768651608,1,0,0,0,0,1,16638
0,67,5,9,90,0,1,0,1,1,11.1424122117761,12.2102429377611,0,7.8932238193,1,0,0,0,0,1,38244
0,39,5,10,140,0,1,0,0,0,9.61587214452889,11.002116507732,1,5.9028062971,0,0,0,0,0,1,17332
1,61,5,1,163,0,0,0,0,1,10.8197982842103,12.1547846142867,0,6.250513347,0,2,0,1764,0,2,36649
0,68,5,8,86,0,0,0,0,1,10.173334520848,11.3474279863488,1,5.6427104723,1,0,0,0,0,1,30201
1,47,5,1,90,0,1,0,1,1,10.463131911492,11.6526961029598,1,7.9370294319,0,0,0,0,0,1,34024
1,48,5,7,130,0,0,0,1,1,9.43990645461139,11.7424200059869,0,17.371663244,1,0,0,0,0,1,36098
0,53,5,14,103,0,1,0,1,1,10.1266711030504,11.2252567257629,1,16.030116359,1,0,0,0,0,1,36421
0,65,5,0,82,0,1,1,1,1,9.03400526060767,10.9798124795107,0,16.440793977,1,0,0,0,0,1,31800
1,62,5,7,235,0,1,0,1,1,9.99592132672211,8.89739929323006,1,9.1006160164,0,0,0,0,0,1,19616
1,84,5,0,136,0,1,1,1,1,10.5883479927086,10.1812310253159,1,16.240930869,1,0,0,0,0,1,7512
0,55,5,6,97,0,1,1,1,1,10.2632925926088,10.4864294449019,1,6.0013689254,1,0,0,0,0,1,24364
1,53,5,0,107,1,1,0,1,1,9.93309489728879,11.0316748245446,1,20.914442163,0,0,1,0,0,1,4407
1,68,5,9,193,0,0,1,1,1,11.5758608267343,11.4757787915089,1,23.186858316,1,0,0,0,0,1,22247
0,52,5,16,75,0,1,0,1,1,10.8949774039033,11.8959970322626,1,6.6694045175,1,0,0,0,0,1,5766
1,53,5,14,125,0,1,0,1,1,10.6653757395344,11.5916017009849,1,6.0123203285,1,0,0,0,0,1,35261
1,69,5,0,105,0,0,0,1,1,10.3385438248217,11.7248139145879,0,18.595482546,1,0,0,0,0,1,601
1,46,5,7,150,0,1,0,1,1,10.2979621523274,11.5019112303721,1,8.0355920602,1,0,0,0,0,1,33565
1,57,5,13,106,0,1,0,0,0,10.1011684648657,11.4874320518247,1,13.437371663,1,0,0,0,0,1,37044
1,55,5,7,280,0,0,0,1,1,10.965893393917,12.0644941041377,0,7.8959616701,0,0,0,0,0,1,15285
1,79,5,2,125,0,1,0,1,1,10.5946547742706,11.7986095427593,0,6.0013689254,1,0,0,0,0,1,39753
1,68,5,10,94,0,1,0,0,1,10.5078294753368,11.3187441787814,1,9.2977412731,0,0,0,0,0,1,10882
1,41,5,13,160,1,0,0,1,1,10.3089859934221,11.2897944135779,0,7.9342915811,1,1,0,882,0,2,19101
1,55,5,17,110,0,1,0,1,1,10.944664918551,12.6738895105489,0,15.608487337,0,0,0,0,0,1,4424
0,67,5,13,75,1,1,0,1,1,9.99123832277385,8.7873714622462,1,12.290212183,1,0,0,0,0,1,9375
1,69,5,10,200,0,1,0,1,1,10.0821440679301,12.8229446996607,0,7.8767967146,0,0,0,0,0,1,5211
1,56,5,10,85,0,1,0,1,1,10.0641559458475,10.9804213856418,1,6.2970568104,1,0,0,0,0,1,8359
1,72,5,19,99,0,1,0,1,1,10.8466959319685,8.78844095740459,1,23.704312115,1,0,0,0,0,1,5569
0,85,5,16,58,0,1,0,1,1,11.6917417186948,12.7903487110384,0,7.4414784394,1,0,0,0,0,1,38194
1,73,5,16,200,0,1,0,1,1,10.7753671482869,11.5719554041913,0,5.6399726215,1,0,0,0,0,1,8978
1,59,5,9,136,1,0,0,1,1,10.470373420708,11.2224646019202,1,5.6344969199,1,0,0,0,0,1,5320
1,55,5,6,138,0,1,0,1,1,10.1266711030504,11.1562648066437,1,5.029431896,1,0,0,0,0,1,18704
1,59,5,9,101,0,1,0,1,1,11.2121489668418,9.60276549449314,1,7.8028747433,1,0,0,0,0,1,14747
1,51,5,13,130,0,0,0,1,1,11.0428259911315,9.48170554491776,1,5.6783025325,1,0,0,0,0,1,34925
0,79,5,10,224,0,1,0,1,1,9.96156870718647,11.5709688759735,1,8.93908282,1,0,0,0,0,1,4501
1,42,5,18,90,0,1,0,1,1,10.487691975531,11.873964870774,0,5.6700889802,1,0,0,0,0,1,16342
1,67,5,16,90,0,0,0,1,1,8.87836500924466,10.9985065597607,1,7.2525667351,1,0,0,0,0,1,15113
0,65,5,23,47,0,1,0,1,1,10.3540675076739,10.985324586787,1,7.279945243,0,0,0,0,0,1,37393
1,48,5,11,70,0,0,1,0,1,9.07501651670705,10.8666803815882,1,6.4229979466,1,0,0,0,0,1,18862
1,83,5,16,60,0,1,0,1,1,10.0477999952275,11.3470510297016,1,5.5249828884,1,0,0,0,0,1,5661
1,63,5,15,122,0,1,0,0,1,9.72709160459312,11.3364822766637,0,15.504449008,0,0,0,0,0,1,2978
1,85,5,23,70,0,1,0,1,1,9.9764968141856,11.8735765933997,1,5.9219712526,1,0,0,0,0,1,9746
1,69,5,19,140,0,1,0,1,1,11.284373564868,12.4475153415356,0,8.1533196441,1,0,0,0,0,1,28461
1,57,5,20,80,0,1,0,1,1,10.0818529607504,12.9721849311342,0,5.4318959617,1,0,0,0,0,1,40246
0,43,5,17,218,0,0,0,1,1,10.5210190865107,12.1949722636217,1,6.7707049966,1,0,0,0,0,1,37446
1,58,5,13,150,1,0,1,0,1,9.57644075656207,11.8645748016734,0,11.274469541,1,0,0,0,0,1,18645
1,62,5,12,116,1,0,0,0,0,12.4497769680494,12.6304324525524,1,10.395619439,1,0,0,0,0,1,9279
1,64,5,8,115,0,1,0,1,1,10.41596620929,11.4574000699701,1,18.872005476,1,0,0,0,0,1,5027
1,62,5,8,143,1,1,0,1,1,10.5650893689464,11.2582236488207,1,7.1293634497,1,0,1,0,202.33,3,39075
1,50,5,5,90,0,0,0,1,1,10.931023014075,12.5404466108906,0,5.8097193703,0,0,0,0,0,1,21714
0,74,5,0,90,0,1,0,0,1,10.0227375117339,11.2754688436309,1,22.291581109,1,0,0,0,0,1,23273
1,49,5,10,136,0,1,0,1,1,10.2348033030188,11.6105992129816,1,6.0205338809,1,0,0,0,0,1,33455
1,62,5,23,129,1,1,0,1,1,9.71121929088243,10.7146488531615,1,11.036276523,0,0,0,0,0,1,18533
1,61,5,0,110,0,1,1,1,1,10.6625755518047,11.153189555338,0,12.120465435,1,0,0,0,0,1,24894
0,57,5,10,105,1,1,0,1,1,9.85729700642971,12.1598349709857,0,7.8357289528,1,0,0,0,0,1,4745
1,85,5,16,147,0,1,1,1,1,9.67820985054152,12.3862009656045,0,7.5044490075,1,0,0,0,0,1,23882
1,51,5,22,82,0,1,0,1,1,10.6044838480395,11.5518499804151,0,10.524298426,0,0,0,0,0,1,2856
1,63,5,10,105,0,0,0,1,1,10.1658902778025,11.2252567257629,1,17.169062286,1,0,0,0,0,1,6862
1,77,5,0,136,1,1,0,0,1,10.1858139338431,12.2652227690434,0,12.62696783,1,0,0,0,0,1,10980
1,42,5,8,68,0,0,0,1,1,10.6433424924696,11.3849812918675,1,6.0041067762,1,0,0,0,0,1,37455
1,67,5,0,150,0,1,0,1,1,10.1813272220603,10.4689993533482,1,22.792607803,1,0,0,0,0,1,3210
1,76,5,6,85,0,1,0,1,1,10.2384529401447,11.4911900530486,1,22.893908282,1,0,0,0,0,1,11742
1,40,5,11,110,0,0,1,1,1,9.72708802585583,11.5988389061155,0,5.8973305955,1,0,0,0,0,1,32696
0,71,5,12,59,0,0,0,1,1,11.0821311641976,12.3550855782804,0,8.7282683094,1,1,0,882,0,2,37998
1,69,5,0,90,0,1,0,1,1,11.4373286927959,9.79491800454846,1,23.211498973,0,0,1,0,0,1,33066
1,72,5,2,150,0,1,1,1,1,10.6965307455147,10.7304319653821,1,6.1656399726,0,0,0,0,0,1,1667
0,63,5,11,110,1,1,1,1,1,10.2594805139777,12.0695590964081,1,10.672142368,0,0,0,0,0,1,24864
1,56,5,11,150,0,1,0,1,1,10.6137828599291,11.6552207175429,1,9.8124572211,1,0,0,0,0,1,27078
0,78,5,14,65,0,1,0,1,1,9.84278539646399,11.922180050597,1,11.488021903,1,0,0,0,0,1,39848
1,51,5,9,126,0,1,0,0,1,10.6155514288551,11.7141464635333,1,7.2525667351,1,0,0,0,0,1,16803
1,60,5,21,45,1,1,0,1,1,9.54688403461792,11.4927329616823,0,7.8412046543,1,0,0,0,0,1,13249
1,50,5,8,110,1,1,0,0,1,10.0250974785201,10.8235812439841,1,5.9958932238,0,0,0,0,0,1,33799
1,67,5,13,80,0,1,0,1,1,11.2811091638485,11.6865694805705,0,11.247091034,1,0,0,0,0,1,39863
1,79,5,17,170,0,1,0,1,1,10.7112697076927,10.7112697076927,1,8.0821355236,0,0,0,0,0,1,13128
1,57,5,4,85,0,0,0,1,0,9.90353755128617,11.3504183001091,1,6.5023956194,1,0,0,0,0,1,18674
1,48,5,11,110,0,1,0,1,1,11.0644570788217,12.1117564715383,1,14.587268994,1,0,0,0,0,1,13792
1,55,5,0,143,0,1,1,1,1,11.3351151571736,12.5878691832044,1,17.672826831,0,0,0,0,0,1,35249
1,58,5,1,98,0,0,0,0,1,10.2849946115294,12.1448624460466,1,21.648186174,1,0,0,0,0,1,11621
1,74,5,9,135,0,1,1,1,1,10.5125107290848,10.8001857990327,1,8.7364818617,0,0,0,0,0,1,19031
1,77,5,20,125,0,1,0,1,1,11.7646860159458,12.1701485326144,1,7.5509924709,1,0,0,0,0,1,5461
1,76,5,7,88,0,1,1,1,1,10.510261152671,11.0900678299394,1,6.1300479124,0,0,0,0,0,1,22775
1,50,5,11,100,1,0,1,0,1,10.341762160693,12.3566364717107,0,6.4859685147,0,0,0,0,0,1,22291
1,55,5,15,100,0,1,1,1,1,9.62013675323041,12.1119020661346,0,7.5674195756,1,0,0,0,0,1,3722
1,52,5,4,126,0,0,0,1,1,9.97669108008883,11.3347798965866,1,8.0301163587,1,0,0,0,0,1,7170
1,58,5,11,70,1,1,0,0,0,10.2155382826715,12.4667789979592,0,6.2559890486,1,0,0,0,0,1,37146
1,57,5,1,150,0,1,0,1,1,11.0285064312502,11.3851764080876,1,6.0725530459,1,0,0,0,0,1,8338
1,50,5,9,110,0,0,0,1,1,11.3630474775121,12.3846911043122,1,5.5468856947,1,0,0,0,0,1,13794
1,57,5,22,143,0,1,0,1,1,10.3089859934221,11.4616426968431,0,6.3819301848,1,0,0,0,0,1,1476
0,69,5,0,55,0,1,0,1,1,10.2866743313253,12.0296158573114,1,18.22587269,1,0,0,0,0,1,19197
1,73,5,11,163,0,1,0,1,1,8.18545055259368,8.15570956139945,1,7.4277891855,1,0,0,0,0,1,26622
1,62,5,25,95,0,1,0,1,1,9.67390393343016,10.3670177744187,1,24.432580424,1,0,0,0,0,1,12255
1,67,5,18,90,0,1,0,1,1,10.1012771926502,11.0919559320448,1,5.0841889117,1,0,0,0,0,1,11054
1,43,5,10,100,0,1,0,1,1,10.0794455715703,10.84945358472,1,7.7234770705,1,0,0,0,0,1,7980
1,76,5,0,136,0,1,0,1,1,11.2832486180825,11.4063572203012,1,18.669404517,1,0,0,0,0,1,8175
0,30,5,11,51,0,0,0,1,1,10.1155054425669,9.13474359980181,1,5.0075290897,1,0,0,0,0,1,6246
0,36,5,16,110,0,1,0,0,1,10.0838442636177,11.2877878017358,1,7.2251882272,1,0,0,0,0,1,30073
1,47,5,5,110,0,1,0,1,1,9.79437891030848,11.8737710994752,0,5.3333333333,1,0,0,0,0,1,17486
0,63,5,18,100,0,1,0,1,1,12.3911541401893,11.4356439084745,1,7.5017111567,1,0,0,0,0,1,5295
1,56,5,5,90,0,0,0,1,1,10.2698444744929,11.7896431475848,1,5.3360711841,0,0,1,0,41.51,3,34210
1,45,5,4,109,0,1,1,0,1,8.69968140098951,12.5181874187494,0,7.9698836413,1,0,0,0,0,1,30698
1,82,5,0,60,0,1,0,1,1,10.8104727216495,11.9735969347555,1,16.648870637,1,0,0,0,0,1,4968
1,65,5,7,95,0,0,1,0,1,10.8744495968649,12.589232497377,0,9.4674880219,1,0,0,0,0,1,22863
0,49,5,8,60,0,1,1,1,1,10.8398216670363,12.3658618276554,0,6.2286105407,1,0,0,0,0,1,36891
0,53,5,20,64,0,0,1,0,1,10.6904299022147,9.62003186963782,1,7.6605065024,1,0,0,0,0,1,21406
1,42,5,9,110,0,1,0,0,1,10.5362887443328,12.4838645965662,0,7.4579055441,1,0,0,0,0,1,29873
0,42,5,12,100,0,1,0,0,1,9.3593851818633,11.7606226923943,0,5.9739904175,1,0,0,0,0,1,37512
1,75,5,14,184,0,1,0,1,1,9.94703686454266,11.2310172251533,1,12.725530459,0,0,0,0,0,1,5557
0,64,5,11,64,0,1,1,1,1,8.81886692249475,11.6346863562358,1,9.8891170431,1,0,0,0,0,1,36746
1,61,5,10,100,1,1,1,1,1,10.5063478155578,8.89701907236914,1,6.7515400411,0,0,0,0,0,1,24455
0,54,5,13,115,0,1,0,1,1,10.0795457856049,9.26955223160803,1,6.5735797399,1,0,0,0,0,1,6673
0,60,5,0,60,0,1,0,1,1,10.5311485630811,11.8304114552513,1,20.744695414,0,0,0,0,0,1,37291
1,54,5,8,177,0,0,0,1,1,10.8446039613179,9.69752862119225,1,16.005475702,1,0,0,0,0,1,7867
1,37,5,8,136,0,0,0,0,1,10.4284787688592,11.2943265710387,1,8.9691991786,1,0,0,0,0,1,33627
1,69,5,23,60,0,1,1,1,1,10.2036291813376,11.8421788511325,0,15.455167693,1,0,0,0,0,1,35595
1,66,5,15,218,1,1,1,1,1,9.43753490696504,11.452369190818,1,10.6091718,1,0,0,0,0,1,15598
0,65,5,15,75,1,1,0,1,1,10.7751731009802,12.3845940743086,0,6.8364134155,1,0,0,0,0,1,38237
1,64,5,15,86,0,1,0,1,1,9.59230482349875,11.0193690333036,1,7.9945242984,1,0,0,0,0,1,28509
1,53,5,8,105,0,1,0,1,1,11.0467210097149,11.4521812297504,1,8.8021902806,1,0,0,0,0,1,12698
1,45,5,14,115,1,0,0,1,1,10.2215804913042,11.6597545500737,0,5.7823408624,1,0,0,0,0,1,35620
1,64,5,3,115,0,1,1,1,1,11.1996699621219,11.8057987895259,1,7.3100616016,1,0,0,0,0,1,445
1,80,5,2,170,0,1,0,1,1,10.6841431948519,9.43143783147145,1,18.502395619,1,0,0,0,0,1,3782
1,76,5,24,74,0,1,1,1,1,11.5868197714419,8.5500726876378,1,8.8049281314,1,0,1,0,0,1,25173
1,53,5,10,100,0,1,0,1,1,9.56101907433698,11.6810838627321,0,5.9438740589,0,0,0,0,0,1,11138
1,55,5,10,100,0,1,0,1,1,8.80311621765298,11.6361868006346,1,22.258726899,0,0,0,0,0,1,27576
1,81,5,8,155,0,1,0,1,1,10.8789432060885,12.1027051425026,1,7.0335386721,1,0,0,0,0,1,678
1,52,5,22,71,0,1,0,1,1,8.78834336191343,10.9084729938006,1,19.674195756,1,0,0,0,0,1,18795
1,75,5,15,136,0,0,0,1,1,10.5966597327836,12.4292201968364,0,8.1095140315,1,0,0,0,0,1,19042
0,54,5,0,150,0,1,0,1,1,10.7336662120159,11.832263168906,0,14.162902122,1,0,0,0,0,1,14266
1,44,5,9,105,0,0,0,0,1,10.0539989037476,11.0756224158558,1,7.5920602327,1,0,0,0,0,1,21799
1,80,5,18,122,0,1,1,1,1,12.0082373709048,10.9096374525906,1,6.7488021903,1,0,0,0,0,1,24206
1,58,5,17,90,0,0,0,1,1,9.54169237971235,11.5565326971126,1,15.175906913,1,0,0,0,0,1,18435
1,74,5,10,125,0,1,0,1,1,9.74612413405308,9.4584613733595,1,10.039698836,0,0,0,0,0,1,9339
1,61,5,9,100,0,1,0,1,1,10.3779701984937,12.1697032235799,0,8.1095140315,1,0,0,0,0,1,36992
1,57,5,13,99,0,1,1,0,1,10.5270123778115,11.7309664201549,1,9.7713894593,1,0,0,0,0,1,24340
1,49,5,12,150,0,1,1,1,1,8.81906363124738,11.7357257573778,1,5.5030800821,1,0,0,0,0,1,24500
1,53,5,13,90,1,1,0,1,1,10.3844512131119,11.4370374479378,1,10.715947981,1,0,0,0,0,1,1144
1,63,5,16,65,1,1,1,1,1,10.3711302720264,9.67801378838356,1,8.6789869952,1,0,0,0,0,1,22261
1,52,5,10,110,0,1,1,1,1,9.57144250145089,12.4292201968364,0,5.0212183436,1,0,0,0,0,1,30635
1,51,5,0,75,0,1,1,0,1,10.2865795725425,11.3730709233079,1,13.032169747,0,0,0,0,0,1,31159
1,44,5,3,106,0,0,0,1,1,8.7873714622462,11.0898200780045,1,7.3675564682,1,0,0,0,0,1,19066
1,83,5,22,90,0,1,0,1,1,10.229727979407,11.8391366653315,0,7.9917864476,1,0,0,0,0,1,21521
1,50,5,9,136,0,0,0,0,1,10.7182231856271,11.835169096245,1,7.6440793977,1,0,0,0,0,1,35887
1,82,5,6,101,0,0,1,1,1,10.7285759558203,12.037893018591,1,17.516769336,0,0,0,0,0,1,23888
0,82,5,0,55,0,1,0,1,1,9.1636553903542,11.1784655023669,0,12.673511294,1,0,0,0,0,1,28269
1,74,5,0,90,0,1,0,1,1,10.5363872589005,11.634981137677,0,22.877481177,1,0,0,0,0,1,33646
1,74,5,14,112,1,1,0,1,1,10.6479802011226,11.2541052529233,1,15.967145791,1,0,0,0,0,1,10557
1,61,5,17,60,0,1,0,1,1,10.0537068001154,11.3221873884332,1,16.114989733,1,0,0,0,0,1,1825
0,51,5,0,29,0,1,0,1,1,10.998590524081,13.1676292432857,0,9.3880903491,1,0,0,0,0,1,39819
1,61,5,13,116,0,1,0,1,1,10.5362887443328,12.1304704807033,0,7.8384668036,1,0,0,0,0,1,18521
1,55,5,17,90,1,1,0,1,0,9.5710542484347,11.5858970774261,1,5.5249828884,0,0,0,0,0,1,9189
1,63,5,5,110,0,1,0,1,1,10.3670177744187,11.3478278016298,0,7.2689938398,1,0,0,0,0,1,2049
1,71,5,0,71,0,1,0,0,1,9.72757044341517,10.931500680325,1,13.987679671,1,0,1,0,0,1,18180
1,47,5,7,110,0,1,0,0,1,10.4158101552698,11.6197616912313,1,7.0417522245,1,0,0,0,0,1,20211
0,72,5,2,109,0,1,1,1,1,9.22068171548285,11.928659665003,0,6.4421629021,1,0,0,0,0,1,23296
1,75,5,0,60,0,1,0,1,1,10.1215614749702,10.8146873475541,0,19.759069131,1,0,0,0,0,1,3558
0,69,5,14,110,0,1,0,1,1,10.9928377467954,12.4481117462031,0,12.646132786,1,0,0,0,0,1,39580
1,55,5,11,136,0,1,0,1,1,10.789362993487,11.7056403237981,1,7.4414784394,0,0,0,0,0,1,5345
1,61,5,15,105,0,1,0,1,1,10.4579400335147,11.4005302638313,1,18.266940452,1,0,0,0,0,1,36056
1,83,5,13,109,0,1,0,1,1,10.6558729825776,11.4778397987144,1,16.895277207,1,0,0,0,0,1,12522
1,66,5,6,70,0,1,0,1,1,8.69968140098951,11.3022167792574,1,7.2498288843,1,0,0,0,0,1,8427
1,62,5,17,86,0,0,0,1,1,11.0315777340238,12.2355392105083,0,6.2149212868,1,0,0,0,0,1,26787
1,84,5,24,75,0,1,0,1,1,10.382043568144,11.2003364402923,0,38.384668036,1,0,0,0,0,1,8095
1,68,5,0,90,0,1,0,1,1,10.3386409043461,11.7657326673981,1,11.838466804,1,0,0,0,0,1,27417
0,40,5,17,64,0,0,0,1,1,10.2049545498247,11.6808319554631,0,6.5297741273,1,0,0,0,0,1,29904
0,65,5,20,115,0,1,0,1,1,9.40817103837091,11.0175433079481,1,7.1676933607,1,0,0,0,0,1,38850
1,50,5,12,110,0,1,1,0,1,10.338446735872,12.0730211377425,0,7.6933607118,0,1,0,882,0,2,20694
1,70,5,11,112,1,1,0,1,1,11.3247378967235,12.3522461636678,0,5.8918548939,0,0,0,0,0,1,38326
1,79,5,0,80,0,1,1,1,1,10.1563258191854,11.5129354649202,0,12.17522245,1,0,0,0,0,1,367
1,70,5,7,84,0,0,1,1,1,9.60653463832617,11.5035966869131,1,5.6043805613,1,0,0,0,0,1,23320
0,80,5,13,75,0,1,0,1,1,10.0858507751287,11.6952553550628,1,10.650239562,0,0,0,0,0,1,10909
1,49,5,12,170,0,0,0,1,1,10.8237699072734,11.9223686500276,0,8.0164271047,1,0,0,0,0,1,32125
1,85,5,17,90,0,1,0,1,1,9.42242135813391,10.5209813366199,0,15.79192334,1,0,0,0,0,1,8599
0,65,5,18,58,0,1,0,1,1,10.4579400335147,11.8220147590209,0,12.041067762,1,0,0,0,0,1,19746
1,73,5,8,75,0,1,0,1,1,9.72708802585583,11.7419381591206,1,6.3874058864,1,0,0,0,0,1,16985
1,72,5,0,115,0,1,0,1,1,10.200554201773,11.935123788664,0,8.4845995893,1,0,0,0,0,1,4694
1,74,5,8,70,1,1,0,1,1,9.92087943317902,11.0524869834933,1,5.7549623546,1,0,0,0,0,1,35960
1,57,5,7,105,0,1,0,1,1,10.2836909194643,11.7107807463254,1,7.0581793292,0,0,0,0,0,1,36256
1,68,5,12,110,0,1,0,1,1,10.1953859736838,11.7639720796145,1,6.4996577687,1,0,0,0,0,1,1676
0,62,5,13,75,0,1,0,1,1,10.6405925258578,11.3337277439169,1,11.227926078,0,0,0,0,0,1,18510
0,55,5,7,140,1,0,1,1,1,10.4579400335147,11.6618918725076,1,6.1574264203,1,0,0,0,0,1,22217
1,66,5,9,170,0,0,0,1,1,10.8321909278169,12.5538761543983,0,6.083504449,1,0,0,0,0,1,10707
1,54,5,10,61,1,1,0,1,1,10.3964908988182,10.9497059413727,1,8.0876112252,1,0,0,0,0,1,11861
1,54,5,8,111,0,1,0,1,1,11.0123771812903,9.91379722475905,1,6.8391512663,1,0,0,0,0,1,26893
